
Symbol table '.dynsym' contains 2394 entries:
   Num:    Value  Size Type    Bind   Vis      Ndx Name
   277: 00049440   394 FUNC    WEAK   DEFAULT   12 register_printf_modifier@@GLIBC_2.10
   278: 00107fe0    31 FUNC    GLOBAL DEFAULT   12 __res_ninit@@GLIBC_2.2
   279: 000e1e40   145 FUNC    WEAK   DEFAULT   12 setregid@@GLIBC_2.0
   280: 000e0e60   194 FUNC    WEAK   DEFAULT   12 tcdrain@@GLIBC_2.0
   281: 00104ef0   270 FUNC    GLOBAL DEFAULT   12 setipv4sourcefilter@@GLIBC_2.3.4
   282: 00095700    51 FUNC    GLOBAL DEFAULT   12 wcstold@@GLIBC_2.0
   283: 000e1000    45 FUNC    GLOBAL DEFAULT   12 cfmakeraw@@GLIBC_2.0
   284: 0005e110   290 FUNC    GLOBAL DEFAULT   12 perror@@GLIBC_2.0
   285: 000ec3f0   108 FUNC    GLOBAL DEFAULT   12 shmat@@GLIBC_2.0
   286: 000625c0   747 FUNC    GLOBAL DEFAULT   12 _IO_proc_open@@GLIBC_2.1
   287: 000e17f0   140 FUNC    GLOBAL DEFAULT   12 __sbrk@@GLIBC_2.0
   288: 001235b0   716 FUNC    GLOBAL DEFAULT   12 _IO_proc_open@GLIBC_2.0
   289: 0006efd0    38 FUNC    GLOBAL DEFAULT   12 _IO_str_pbackfail@@GLIBC_2.0
   290: 001b7c98     8 OBJECT  GLOBAL DEFAULT   32 __tzname@@GLIBC_2.0
   291: 0003b8c0    96 FUNC    GLOBAL DEFAULT   12 rpmatch@@GLIBC_2.0
   292: 0011d3d0    38 FUNC    GLOBAL DEFAULT   12 __getlogin_r_chk@@GLIBC_2.4
   293: 0005f240    28 FUNC    GLOBAL DEFAULT   12 __isoc99_sscanf@@GLIBC_2.7
   294: 000d8f80    76 FUNC    WEAK   DEFAULT   12 statvfs64@@GLIBC_2.1
   295: 001b7ca0     4 OBJECT  GLOBAL DEFAULT   32 __progname@@GLIBC_2.0
   296: 00074bc0   135 FUNC    WEAK   DEFAULT   12 pvalloc@@GLIBC_2.0
   297: 00115570   396 FUNC    GLOBAL DEFAULT   12 __libc_rpc_getport@@GLIBC_PRIVATE
   298: 00025cd0    43 FUNC    WEAK   DEFAULT   12 dcgettext@@GLIBC_2.0
   299: 0004a110    28 FUNC    WEAK   DEFAULT   12 _IO_fprintf@@GLIBC_2.0
   300: 000673a0   608 FUNC    GLOBAL DEFAULT   12 _IO_wfile_overflow@@GLIBC_2.2
   301: 0010de30   453 FUNC    GLOBAL DEFAULT   12 registerrpc@@GLIBC_2.0
   302: 00095580    55 FUNC    WEAK   DEFAULT   12 wcstoll@@GLIBC_2.1
   303: 000d7d80    14 FUNC    GLOBAL DEFAULT   12 posix_spawnattr_setpgroup@@GLIBC_2.2
   304: 001b90a0     4 OBJECT  WEAK   DEFAULT   33 _environ@@GLIBC_2.0
   305: 000e6630   444 FUNC    GLOBAL DEFAULT   12 qecvt_r@@GLIBC_2.0
   306: 000e5fc0   484 FUNC    GLOBAL DEFAULT   12 ecvt_r@@GLIBC_2.0
   307: 00124a50    49 FUNC    GLOBAL DEFAULT   12 _IO_do_write@GLIBC_2.0
   308: 0006c9b0    49 FUNC    GLOBAL DEFAULT   12 _IO_do_write@@GLIBC_2.1
   309: 0011fa40    29 FUNC    GLOBAL DEFAULT   12 getutxid@@GLIBC_2.1
   310: 000939d0    49 FUNC    WEAK   DEFAULT   12 wcscat@@GLIBC_2.0
   311: 0006d590   113 FUNC    GLOBAL DEFAULT   12 _IO_switch_to_get_mode@@GLIBC_2.0
   312: 000fab90    26 FUNC    GLOBAL DEFAULT   12 __fdelt_warn@@GLIBC_2.15
   313: 00094860   465 FUNC    WEAK   DEFAULT   12 wcrtomb@@GLIBC_2.0
   314: 001baea0     4 OBJECT  GLOBAL DEFAULT   33 __key_gendes_LOCAL@@GLIBC_2.1
   315: 000e0720   129 FUNC    GLOBAL DEFAULT   12 sync_file_range@@GLIBC_2.6
   316: 0002b950    10 FUNC    GLOBAL DEFAULT   12 __signbitf@@GLIBC_2.1
   317: 001b8bac     4 OBJECT  GLOBAL DEFAULT   33 _obstack@GLIBC_2.0
   318: 000fc4f0   394 FUNC    GLOBAL DEFAULT   12 getnetbyaddr@@GLIBC_2.0
   319: 000eb4a0   121 FUNC    WEAK   DEFAULT   12 connect@@GLIBC_2.0
   320: 00093de0    62 FUNC    GLOBAL DEFAULT   12 wcspbrk@@GLIBC_2.0
   321: 0002b3c0    36 FUNC    GLOBAL DEFAULT   12 __isnan@@GLIBC_2.0
   322: 00000008     4 TLS     GLOBAL DEFAULT   23 errno@@GLIBC_PRIVATE
   323: 000d93d0    55 FUNC    GLOBAL DEFAULT   12 __open64_2@@GLIBC_2.7
   324: 0002be60    81 FUNC    WEAK   DEFAULT   12 _longjmp@@GLIBC_2.0
   325: 000806e0    38 FUNC    GLOBAL DEFAULT   12 __strcspn_cg@@GLIBC_2.1.1
   326: 0007c320    70 FUNC    GLOBAL DEFAULT   12 envz_remove@@GLIBC_2.0
   327: 000273d0    41 FUNC    WEAK   DEFAULT   12 ngettext@@GLIBC_2.2
   328: 0002b8a0   161 FUNC    WEAK   DEFAULT   12 ldexpf@@GLIBC_2.0
   329: 00068300    58 FUNC    WEAK   DEFAULT   12 fileno_unlocked@@GLIBC_2.0
   330: 001bac08     4 OBJECT  GLOBAL DEFAULT   33 error_print_progname@@GLIBC_2.0
   331: 0002bcb0    24 FUNC    GLOBAL DEFAULT   12 __signbitl@@GLIBC_2.1
   332: 0015d228    16 OBJECT  GLOBAL DEFAULT   15 in6addr_any@@GLIBC_2.1
   333: 000e3d40   203 FUNC    GLOBAL DEFAULT   12 lutimes@@GLIBC_2.3
   334: 000795f0    82 IFUNC   WEAK   DEFAULT   12 stpncpy@@GLIBC_2.0
   335: 000e5a80    64 FUNC    GLOBAL DEFAULT   12 munlock@@GLIBC_2.0
   336: 000e4030    82 FUNC    WEAK   DEFAULT   12 ftruncate64@@GLIBC_2.1
   337: 000b2140   334 FUNC    GLOBAL DEFAULT   12 getpwuid@@GLIBC_2.0
   338: 0011fb30   488 FUNC    WEAK   DEFAULT   12 dl_iterate_phdr@@GLIBC_2.2.4
   339: 00115000    95 FUNC    GLOBAL DEFAULT   12 key_get_conv@@GLIBC_2.1
   340: 00109ff0   161 FUNC    GLOBAL DEFAULT   12 __nss_disable_nscd@@GLIBC_PRIVATE
   341: 000b23e0   185 FUNC    GLOBAL DEFAULT   12 getpwent_r@@GLIBC_2.1.2
   342: 000e57c0   118 FUNC    WEAK   DEFAULT   12 mmap64@@GLIBC_2.1
   343: 000dfa10    72 FUNC    GLOBAL DEFAULT   12 sendfile@@GLIBC_2.1
   344: 001251c0    38 FUNC    GLOBAL DEFAULT   12 getpwent_r@GLIBC_2.0
   345: 00105720   102 FUNC    GLOBAL DEFAULT   12 inet6_rth_init@@GLIBC_2.5
   346: 0002bc00   165 FUNC    WEAK   DEFAULT   12 ldexpl@@GLIBC_2.0
   347: 00105560   136 FUNC    GLOBAL DEFAULT   12 inet6_opt_next@@GLIBC_2.5
   348: 0002cf00    76 FUNC    GLOBAL DEFAULT   12 __libc_allocate_rtsig_pri@@GLIBC_PRIVATE
   349: 00064280   187 FUNC    GLOBAL DEFAULT   12 ungetwc@@GLIBC_2.2
   350: 0010ee00   170 FUNC    GLOBAL DEFAULT   12 ecb_crypt@@GLIBC_2.1
   351: 0009f170    39 FUNC    GLOBAL DEFAULT   12 __wcstof_l@@GLIBC_2.1
   352: 000af2f0    31 FUNC    GLOBAL DEFAULT   12 versionsort@@GLIBC_2.1
   353: 00117ca0     5 FUNC    GLOBAL DEFAULT   12 xdr_longlong_t@@GLIBC_2.1.1
   354: 000e6f60    70 FUNC    WEAK   DEFAULT   12 tfind@@GLIBC_2.0
   355: 0004a130    45 FUNC    GLOBAL DEFAULT   12 _IO_printf@@GLIBC_2.0
   356: 0007baf0    85 FUNC    GLOBAL DEFAULT   12 __argz_next@@GLIBC_2.0
   357: 00094150    41 FUNC    WEAK   DEFAULT   12 wmemcpy@@GLIBC_2.0
   358: 000ebcf0   226 FUNC    GLOBAL DEFAULT   12 recvmmsg@@GLIBC_2.12
   359: 000d8d10   132 FUNC    GLOBAL DEFAULT   12 __fxstatat64@@GLIBC_2.4
   360: 000d7c80    44 FUNC    GLOBAL DEFAULT   12 posix_spawnattr_init@@GLIBC_2.2
   361: 0002ca00    35 FUNC    GLOBAL DEFAULT   12 __sigismember@@GLIBC_2.0
   362: 000801d0    46 FUNC    GLOBAL DEFAULT   12 __memcpy_by2@@GLIBC_2.1.1
   363: 000dab10   178 FUNC    GLOBAL DEFAULT   12 get_current_dir_name@@GLIBC_2.0
   364: 000ec320   126 FUNC    GLOBAL DEFAULT   12 semctl@@GLIBC_2.2
   365: 00127730   118 FUNC    GLOBAL DEFAULT   12 semctl@GLIBC_2.0
   366: 0006a6a0    49 FUNC    GLOBAL DEFAULT   12 fputc_unlocked@@GLIBC_2.0
   367: 000e78b0    26 FUNC    GLOBAL DEFAULT   12 verr@@GLIBC_2.0
   368: 000801a0    35 FUNC    GLOBAL DEFAULT   12 __memcpy_by4@@GLIBC_2.1.1
   369: 00094a40    69 FUNC    WEAK   DEFAULT   12 mbsrtowcs@@GLIBC_2.0
   370: 000fd000   334 FUNC    GLOBAL DEFAULT   12 getprotobynumber@@GLIBC_2.0
   371: 000f0640   456 FUNC    GLOBAL DEFAULT   12 fgetsgent@@GLIBC_2.10
   372: 0010ea40   231 FUNC    GLOBAL DEFAULT   12 getsecretkey@@GLIBC_2.0
   373: 0010acc0   125 FUNC    GLOBAL DEFAULT   12 __nss_services_lookup2@@GLIBC_PRIVATE
   374: 000db5d0    66 FUNC    GLOBAL DEFAULT   12 unlinkat@@GLIBC_2.4
   375: 001474a0    45 FUNC    GLOBAL DEFAULT   14 __libc_thread_freeres@@GLIBC_PRIVATE
   376: 00025560    22 FUNC    WEAK   DEFAULT   12 isalnum_l@@GLIBC_2.3
   377: 0010ebd0    61 FUNC    GLOBAL DEFAULT   12 xdr_authdes_verf@@GLIBC_2.1
   378: 001b7600   152 OBJECT  GLOBAL DEFAULT   32 _IO_2_1_stdin_@@GLIBC_2.1
   379: 000fab90    26 FUNC    GLOBAL DEFAULT   12 __fdelt_chk@@GLIBC_2.15
   380: 00031b80    53 FUNC    GLOBAL DEFAULT   12 __strtof_internal@@GLIBC_2.0
   381: 000aeed0    87 FUNC    WEAK   DEFAULT   12 closedir@@GLIBC_2.0
   382: 000b09a0   238 FUNC    GLOBAL DEFAULT   12 initgroups@@GLIBC_2.0
   383: 000fafe0    80 FUNC    GLOBAL DEFAULT   12 inet_ntoa@@GLIBC_2.0
   384: 0009f170    39 FUNC    WEAK   DEFAULT   12 wcstof_l@@GLIBC_2.3
   385: 00024ce0   201 FUNC    GLOBAL DEFAULT   12 __freelocale@@GLIBC_2.1
   386: 00125290  7453 FUNC    GLOBAL DEFAULT   12 glob64@GLIBC_2.1
   387: 000f9d90   268 FUNC    GLOBAL DEFAULT   12 __fwprintf_chk@@GLIBC_2.4
   388: 0010c8f0   220 FUNC    GLOBAL DEFAULT   12 pmap_rmtcall@@GLIBC_2.0
   389: 000b96f0  7453 FUNC    GLOBAL DEFAULT   12 glob64@@GLIBC_2.2
   390: 00068be0   261 FUNC    WEAK   DEFAULT   12 putc@@GLIBC_2.0
   391: 000b33a0   121 FUNC    WEAK   DEFAULT   12 nanosleep@@GLIBC_2.0
   392: 000ef650   156 FUNC    GLOBAL DEFAULT   12 setspent@@GLIBC_2.0
   393: 000da2b0    60 FUNC    WEAK   DEFAULT   12 fchdir@@GLIBC_2.0
   394: 00117dc0    52 FUNC    GLOBAL DEFAULT   12 xdr_char@@GLIBC_2.0
   395: 000f81e0   100 IFUNC   GLOBAL DEFAULT   12 __mempcpy_chk@@GLIBC_2.3.4
   396: 00061360   202 FUNC    GLOBAL DEFAULT   12 fopencookie@@GLIBC_2.2
   397: 00122f80    68 FUNC    GLOBAL DEFAULT   12 fopencookie@GLIBC_2.0
   398: 0002b390    41 FUNC    GLOBAL DEFAULT   12 __isinf@@GLIBC_2.0
   399: 00096720    43 FUNC    WEAK   DEFAULT   12 wcstoll_l@@GLIBC_2.3
   400: 0005ed60    98 FUNC    WEAK   DEFAULT   12 ftrylockfile@@GLIBC_2.0
   401: 001023b0   172 FUNC    GLOBAL DEFAULT   12 endaliasent@@GLIBC_2.0
   402: 00025580    23 FUNC    WEAK   DEFAULT   12 isalpha_l@@GLIBC_2.3
   403: 00064df0   357 FUNC    GLOBAL DEFAULT   12 _IO_wdefault_pbackfail@@GLIBC_2.2
   404: 0006a680    13 FUNC    GLOBAL DEFAULT   12 feof_unlocked@@GLIBC_2.0
   405: 0010aef0   130 FUNC    GLOBAL DEFAULT   12 __nss_passwd_lookup2@@GLIBC_PRIVATE
   406: 00025490    39 FUNC    GLOBAL DEFAULT   12 isblank@@GLIBC_2.0
   407: 000e4910    63 FUNC    GLOBAL DEFAULT   12 getusershell@@GLIBC_2.0
   408: 00115cb0    84 FUNC    GLOBAL DEFAULT   12 svc_sendreply@@GLIBC_2.0
   409: 00024db0   116 FUNC    WEAK   DEFAULT   12 uselocale@@GLIBC_2.3
   410: 000cd760    50 FUNC    WEAK   DEFAULT   12 re_search_2@@GLIBC_2.0
   411: 000b0bd0   334 FUNC    GLOBAL DEFAULT   12 getgrgid@@GLIBC_2.0
   412: 0002c960   159 FUNC    GLOBAL DEFAULT   12 siginterrupt@@GLIBC_2.0
   413: 000ea990   137 FUNC    GLOBAL DEFAULT   12 epoll_wait@@GLIBC_2.3.2
   414: 00063740   292 FUNC    GLOBAL DEFAULT   12 fputwc@@GLIBC_2.2
   415: 000e7ba0   217 FUNC    WEAK   DEFAULT   12 error@@GLIBC_2.0
   416: 000d8860    51 FUNC    GLOBAL DEFAULT   12 mkfifoat@@GLIBC_2.4
   417: 000eaa20    60 FUNC    GLOBAL DEFAULT   12 get_kernel_syms@@GLIBC_2.0
   418: 00127e60    38 FUNC    GLOBAL DEFAULT   12 getrpcent_r@GLIBC_2.0
   419: 000fe760   190 FUNC    GLOBAL DEFAULT   12 getrpcent_r@@GLIBC_2.1.2
   420: 00061810   511 FUNC    WEAK   DEFAULT   12 ftell@@GLIBC_2.0
   421: 0005ee00   273 FUNC    GLOBAL DEFAULT   12 __isoc99_scanf@@GLIBC_2.7
   422: 001ba340   512 OBJECT  GLOBAL DEFAULT   33 _res@GLIBC_2.0
   423: 000f9250    98 FUNC    GLOBAL DEFAULT   12 __read_chk@@GLIBC_2.4
   424: 00106a30   755 FUNC    GLOBAL DEFAULT   12 inet_ntop@@GLIBC_2.0
   425: 0002bf40   196 FUNC    WEAK   DEFAULT   12 signal@@GLIBC_2.0
   426: 00077880    82 IFUNC   GLOBAL DEFAULT   12 strncpy@@GLIBC_2.0
   427: 001080e0    18 FUNC    GLOBAL DEFAULT   12 __res_nclose@@GLIBC_2.2
   428: 000fa270   169 FUNC    GLOBAL DEFAULT   12 __fgetws_unlocked_chk@@GLIBC_2.4
   429: 000e21c0   111 FUNC    GLOBAL DEFAULT   12 getdomainname@@GLIBC_2.0
   430: 000ead00    60 FUNC    WEAK   DEFAULT   12 personality@@GLIBC_2.0
   431: 00062950   455 FUNC    WEAK   DEFAULT   12 puts@@GLIBC_2.0
   432: 000ee950   122 FUNC    GLOBAL DEFAULT   12 __iswupper_l@@GLIBC_2.1
   433: 0002f460    59 FUNC    GLOBAL DEFAULT   12 mbstowcs@@GLIBC_2.0
   434: 000f8620   164 FUNC    GLOBAL DEFAULT   12 __vsprintf_chk@@GLIBC_2.3.4
   435: 000244c0  1616 FUNC    GLOBAL DEFAULT   12 __newlocale@@GLIBC_2.1
   436: 000e1630    89 FUNC    GLOBAL DEFAULT   12 getpriority@@GLIBC_2.0
   437: 0003c9a0   274 FUNC    GLOBAL DEFAULT   12 getsubopt@@GLIBC_2.0
   438: 000b3420   785 FUNC    WEAK   DEFAULT   12 fork@@GLIBC_2.0
   439: 000e1030   212 FUNC    GLOBAL DEFAULT   12 tcgetsid@@GLIBC_2.1
   440: 0005ebf0    35 FUNC    GLOBAL DEFAULT   12 putw@@GLIBC_2.0
   441: 000e9dc0    66 FUNC    GLOBAL DEFAULT   12 ioperm@@GLIBC_2.0
   442: 000e7890    24 FUNC    GLOBAL DEFAULT   12 warnx@@GLIBC_2.0
   443: 00063030   477 FUNC    GLOBAL DEFAULT   12 _IO_setvbuf@@GLIBC_2.0
   444: 0010c390   196 FUNC    GLOBAL DEFAULT   12 pmap_unset@@GLIBC_2.0
   445: 000edf70   168 FUNC    WEAK   DEFAULT   12 iswspace@@GLIBC_2.0
   446: 001200c0    62 FUNC    GLOBAL DEFAULT   12 _dl_mcount_wrapper_check@@GLIBC_2.1
   447: 0002f0e0   229 FUNC    GLOBAL DEFAULT   12 __cxa_thread_atexit_impl@@GLIBC_2.18
   448: 0011cc40    21 FUNC    GLOBAL DEFAULT   12 isastream@@GLIBC_2.1
   449: 000648b0    41 FUNC    GLOBAL DEFAULT   12 vwscanf@@GLIBC_2.2
   450: 00063de0   296 FUNC    GLOBAL DEFAULT   12 fputws@@GLIBC_2.2
   451: 0002c2a0   158 FUNC    WEAK   DEFAULT   12 sigprocmask@@GLIBC_2.0
   452: 0006e010    75 FUNC    GLOBAL DEFAULT   12 _IO_sputbackc@@GLIBC_2.0
   453: 00030d80    30 FUNC    WEAK   DEFAULT   12 strtoul_l@@GLIBC_2.3
   454: 00080610    26 FUNC    GLOBAL DEFAULT   12 __strchr_c@@GLIBC_2.1.1
   455: 000e8910    66 FUNC    GLOBAL DEFAULT   12 listxattr@@GLIBC_2.3
   456: 0015d218    16 OBJECT  GLOBAL DEFAULT   15 in6addr_loopback@@GLIBC_2.1
   457: 000cd450    84 FUNC    WEAK   DEFAULT   12 regfree@@GLIBC_2.0
   458: 00030100    67 FUNC    WEAK   DEFAULT   12 lcong48_r@@GLIBC_2.0
   459: 000cf240    64 FUNC    WEAK   DEFAULT   12 sched_getparam@@GLIBC_2.0
   460: 000fafb0    42 FUNC    GLOBAL DEFAULT   12 inet_netof@@GLIBC_2.0
   461: 00025d20    20 FUNC    WEAK   DEFAULT   12 gettext@@GLIBC_2.0
   462: 0010bde0   591 FUNC    GLOBAL DEFAULT   12 callrpc@@GLIBC_2.0
   463: 000b2fd0   218 FUNC    WEAK   DEFAULT   12 waitid@@GLIBC_2.1
   464: 00080630    28 FUNC    GLOBAL DEFAULT   12 __strchr_g@@GLIBC_2.1.1
   465: 000e3e10   195 FUNC    WEAK   DEFAULT   12 futimes@@GLIBC_2.3
   466: 00065770   112 FUNC    GLOBAL DEFAULT   12 _IO_init_wmarker@@GLIBC_2.2
   467: 0002cae0   107 FUNC    GLOBAL DEFAULT   12 sigfillset@@GLIBC_2.0
   468: 000e2ca0    61 FUNC    GLOBAL DEFAULT   12 gtty@@GLIBC_2.0
   469: 000a4590   209 IFUNC   GLOBAL DEFAULT   12 time@@GLIBC_2.0
   470: 000ea6e0    60 FUNC    WEAK   DEFAULT   12 ntp_adjtime@@GLIBC_2.1
   471: 000b0b30   156 FUNC    GLOBAL DEFAULT   12 getgrent@@GLIBC_2.0
   472: 00073260   338 FUNC    GLOBAL DEFAULT   12 __libc_malloc@@GLIBC_2.0
   473: 000f98f0    53 FUNC    GLOBAL DEFAULT   12 __wcsncpy_chk@@GLIBC_2.4
   474: 000af010   417 FUNC    WEAK   DEFAULT   12 readdir_r@@GLIBC_2.0
   475: 0002ce50   106 FUNC    GLOBAL DEFAULT   12 sigorset@@GLIBC_2.0
   476: 0006e580    27 FUNC    GLOBAL DEFAULT   12 _IO_flush_all@@GLIBC_2.0
   477: 000e1da0   145 FUNC    WEAK   DEFAULT   12 setreuid@@GLIBC_2.0
   478: 00057210    39 FUNC    WEAK   DEFAULT   12 vfscanf@@GLIBC_2.0
   479: 00073bc0    20 FUNC    WEAK   DEFAULT   12 memalign@@GLIBC_2.0
   480: 0002fe80    35 FUNC    GLOBAL DEFAULT   12 drand48_r@@GLIBC_2.0
   481: 000fcc00   172 FUNC    GLOBAL DEFAULT   12 endnetent@@GLIBC_2.0
   482: 00123e10   275 FUNC    GLOBAL DEFAULT   12 fsetpos64@GLIBC_2.1
   483: 000635f0   330 FUNC    GLOBAL DEFAULT   12 fsetpos64@@GLIBC_2.2
   484: 000e69d0   513 FUNC    GLOBAL DEFAULT   12 hsearch_r@@GLIBC_2.0
   485: 000fac30    26 FUNC    GLOBAL DEFAULT   12 __stack_chk_fail@@GLIBC_2.4
   486: 000a1620    77 FUNC    WEAK   DEFAULT   12 wcscasecmp@@GLIBC_2.1
   487: 00068180   177 FUNC    GLOBAL DEFAULT   12 _IO_feof@@GLIBC_2.0
   488: 00114b80    87 FUNC    GLOBAL DEFAULT   12 key_setsecret@@GLIBC_2.1
   489: 000e55e0   360 FUNC    GLOBAL DEFAULT   12 daemon@@GLIBC_2.0
   490: 000d89e0   151 FUNC    GLOBAL DEFAULT   12 __lxstat@@GLIBC_2.0
   491: 00118e20   356 FUNC    GLOBAL DEFAULT   12 svc_run@@GLIBC_2.0
   492: 00064f60   161 FUNC    GLOBAL DEFAULT   12 _IO_wdefault_finish@@GLIBC_2.2
   493: 000960a0    43 FUNC    GLOBAL DEFAULT   12 __wcstoul_l@@GLIBC_2.1
   494: 001277b0   110 FUNC    GLOBAL DEFAULT   12 shmctl@GLIBC_2.0
   495: 000ec540   110 FUNC    GLOBAL DEFAULT   12 shmctl@@GLIBC_2.2
   496: 000eab80    64 FUNC    GLOBAL DEFAULT   12 inotify_rm_watch@@GLIBC_2.4
   497: 00060ba0   269 FUNC    GLOBAL DEFAULT   12 _IO_fflush@@GLIBC_2.0
   498: 001182f0     5 FUNC    GLOBAL DEFAULT   12 xdr_quad_t@@GLIBC_2.3.4
   499: 000db590    60 FUNC    WEAK   DEFAULT   12 unlink@@GLIBC_2.0
   500: 00094670   481 FUNC    GLOBAL DEFAULT   12 __mbrtowc@@GLIBC_2.0
   501: 00064620   285 FUNC    GLOBAL DEFAULT   12 putchar@@GLIBC_2.0
   502: 00118860    50 FUNC    GLOBAL DEFAULT   12 xdrmem_create@@GLIBC_2.0
   503: 000f6eb0    58 FUNC    GLOBAL DEFAULT   12 pthread_mutex_lock@@GLIBC_2.0
   504: 000eb5e0    63 FUNC    GLOBAL DEFAULT   12 listen@@GLIBC_2.0
   505: 0006a9d0   164 FUNC    WEAK   DEFAULT   12 fgets_unlocked@@GLIBC_2.1
   506: 000ef210  1086 FUNC    GLOBAL DEFAULT   12 putspent@@GLIBC_2.0
   507: 001183d0    77 FUNC    GLOBAL DEFAULT   12 xdr_int32_t@@GLIBC_2.1
   508: 000ec060   242 FUNC    WEAK   DEFAULT   12 msgrcv@@GLIBC_2.0
   509: 00100880    88 FUNC    GLOBAL DEFAULT   12 __ivaliduser@@GLIBC_2.0
   510: 000eb7a0   121 FUNC    WEAK   DEFAULT   12 __send@@GLIBC_2.0
   511: 000e2270   149 FUNC    WEAK   DEFAULT   12 select@@GLIBC_2.0
   512: 000fe2c0   156 FUNC    GLOBAL DEFAULT   12 getrpcent@@GLIBC_2.0
   513: 000ede10   168 FUNC    WEAK   DEFAULT   12 iswprint@@GLIBC_2.0
   514: 000f0b70   185 FUNC    GLOBAL DEFAULT   12 getsgent_r@@GLIBC_2.10
   515: 000ee450   121 FUNC    GLOBAL DEFAULT   12 __iswalnum_l@@GLIBC_2.1
   516: 000d91a0    64 FUNC    WEAK   DEFAULT   12 mkdir@@GLIBC_2.0
   517: 00025640    22 FUNC    WEAK   DEFAULT   12 ispunct_l@@GLIBC_2.3
   518: 001bac28     4 OBJECT  GLOBAL DEFAULT   33 argp_program_version_hook@@GLIBC_2.1
   519: 0006a1a0    49 FUNC    GLOBAL DEFAULT   12 __libc_fatal@@GLIBC_PRIVATE
   520: 000d8740    39 FUNC    GLOBAL DEFAULT   12 __sched_cpualloc@@GLIBC_2.7
   521: 000ec460   102 FUNC    GLOBAL DEFAULT   12 shmdt@@GLIBC_2.0
   522: 000eb380    84 FUNC    GLOBAL DEFAULT   12 process_vm_writev@@GLIBC_2.15
   523: 00073930   654 FUNC    GLOBAL DEFAULT   12 realloc@@GLIBC_2.0
   524: 000d78a0   218 FUNC    WEAK   DEFAULT   12 __pwrite64@@GLIBC_2.1
   525: 000d8de0    64 FUNC    WEAK   DEFAULT   12 fstatfs@@GLIBC_2.0
   526: 0002f750   127 FUNC    WEAK   DEFAULT   12 setstate@@GLIBC_2.0
   527: 0015f3c5     5 OBJECT  GLOBAL DEFAULT   15 _libc_intl_domainname@@GLIBC_2.0
   528: 001035f0   754 FUNC    WEAK   DEFAULT   12 if_nameindex@@GLIBC_2.1
   529: 001683d8     4 OBJECT  GLOBAL DEFAULT   15 h_nerr@@GLIBC_2.0
   530: 00094350   371 FUNC    WEAK   DEFAULT   12 btowc@@GLIBC_2.0
   531: 0007bd30    83 FUNC    GLOBAL DEFAULT   12 __argz_stringify@@GLIBC_2.0
   532: 00063210   183 FUNC    GLOBAL DEFAULT   12 _IO_ungetc@@GLIBC_2.0
   533: 00081010    14 FUNC    GLOBAL DEFAULT   12 __memset_cc@@GLIBC_2.1.1
   534: 000af1c0   109 FUNC    WEAK   DEFAULT   12 rewinddir@@GLIBC_2.0
   535: 00031cc0    51 FUNC    GLOBAL DEFAULT   12 strtold@@GLIBC_2.0
   536: 00065720    66 FUNC    GLOBAL DEFAULT   12 _IO_adjust_wcolumn@@GLIBC_2.2
   537: 000e2490   114 FUNC    WEAK   DEFAULT   12 fsync@@GLIBC_2.0
   538: 000ee4d0   122 FUNC    GLOBAL DEFAULT   12 __iswalpha_l@@GLIBC_2.1
   539: 0010fba0    78 FUNC    GLOBAL DEFAULT   12 xdr_key_netstres@@GLIBC_2.0
   540: 00127f30    38 FUNC    GLOBAL DEFAULT   12 getaliasent_r@GLIBC_2.0
   541: 00102460   185 FUNC    GLOBAL DEFAULT   12 getaliasent_r@@GLIBC_2.1.2
   542: 000ea3f0   367 FUNC    GLOBAL DEFAULT   12 prlimit@@GLIBC_2.13
   543: 00081010    14 FUNC    GLOBAL DEFAULT   12 __memset_cg@@GLIBC_2.1.1
   544: 000a3c40    74 FUNC    GLOBAL DEFAULT   12 clock@@GLIBC_2.0
   545: 000fa910   356 FUNC    GLOBAL DEFAULT   12 __obstack_vprintf_chk@@GLIBC_2.8
   546: 000ee1f0   104 FUNC    GLOBAL DEFAULT   12 towupper@@GLIBC_2.0
   547: 000ebc30    51 FUNC    GLOBAL DEFAULT   12 sockatmark@@GLIBC_2.2.4
   548: 0010d1d0   105 FUNC    GLOBAL DEFAULT   12 xdr_replymsg@@GLIBC_2.0
   549: 0011cd20   110 FUNC    GLOBAL DEFAULT   12 putmsg@@GLIBC_2.1
   550: 0002d550   577 FUNC    GLOBAL DEFAULT   12 abort@@GLIBC_2.0
   551: 001b7f20     4 OBJECT  GLOBAL DEFAULT   32 stdin@@GLIBC_2.0
   552: 0006e5a0   539 FUNC    GLOBAL DEFAULT   12 _IO_flush_all_linebuffere@@GLIBC_2.0
   553: 00117d40   113 FUNC    GLOBAL DEFAULT   12 xdr_u_short@@GLIBC_2.0
   554: 00030340    55 FUNC    WEAK   DEFAULT   12 strtoll@@GLIBC_2.0
   555: 000b3794    24 FUNC    GLOBAL DEFAULT   12 _exit@@GLIBC_2.0
   556: 00115f30   508 FUNC    GLOBAL DEFAULT   12 svc_getreq_common@@GLIBC_2.2
   557: 000eb210    78 FUNC    GLOBAL DEFAULT   12 name_to_handle_at@@GLIBC_2.14
   558: 0003d4c0    26 FUNC    GLOBAL DEFAULT   12 wcstoumax@@GLIBC_2.1
